product1_Id,product2_Id,distance
2,2,0.0
2,28,198.67175
2,27,275.659
2,13,289.28738
2,14,356.30444
2,53,400.53967
2,50,425.333
2,46,442.29678
2,49,502.1927
2,42,504.38153
2,30,508.15558
2,39,521.888
2,31,533.64355
2,38,538.32855
2,45,557.7218
2,29,563.8561
2,47,569.6787
2,43,573.13806
2,79,583.7544
2,86,602.97046
2,76,617.078
2,83,632.9856
2,44,643.9337
2,23,745.8934
2,18,833.5244
2,15,873.30334
2,24,874.1985
2,48,882.08826
2,7,913.99524
2,4,913.99524
2,5,913.99524
2,6,913.99524
2,82,917.73047
2,54,951.25006
2,40,1003.6259
2,80,1025.7916
2,32,1184.6936
2,9,1236.7506
2,16,1430.0037
2,65,1444.6802
2,10,1465.2587
2,77,1507.0155
2,85,1663.3445
2,22,1673.016
2,11,1673.1888
2,20,1709.5442
2,68,1865.0532
2,21,2037.8585
2,17,2057.996
2,81,2133.5474
2,52,2914.0957
2,51,3055.8403
2,84,3630.8877
2,67,3750.192
2,75,3761.345
2,78,5156.106
2,3,5267.4893
2,25,7792.4277
3,3,0.0
3,9,2201.6406
3,24,4082.3997
3,30,4806.289
3,2,5267.4893
3,28,5389.865
3,39,5410.155
3,38,5612.9404
3,14,5873.4033
3,53,5963.5273
3,27,6262.382
3,13,6622.8335
3,50,6838.5273
3,31,6903.416
3,46,6942.8535
3,42,7036.749
3,86,7155.5776
3,47,7287.4395
3,79,7327.6406
3,76,7344.2456
3,44,7370.1567
3,83,7492.1157
3,45,7594.208
3,49,7619.43
3,43,7802.2275
3,29,7828.176
3,23,8234.282
3,15,8390.143
3,18,8697.97
3,5,8780.916
3,6,8780.916
3,4,8780.916
3,7,8780.916
3,54,8812.95
3,48,8818.89
3,80,8856.822
3,82,8861.982
3,40,9035.161
3,32,9323.453
3,65,9706.88
3,16,9772.879
3,77,10040.413
3,10,10118.625
3,20,10407.984
3,85,10465.521
3,22,10526.406
3,11,10620.422
3,68,10706.287
3,17,10866.727
3,21,11109.939
3,81,11210.876
3,52,12265.463
3,51,12341.177
3,84,13102.118
3,67,13292.273
3,75,13437.012
3,78,15088.713
3,25,17556.145
4,6,0.0
4,7,0.0
4,4,0.0
4,5,0.0
4,40,139.51942
4,18,143.27267
4,29,160.92908
4,82,175.31322
4,48,179.56506
4,43,193.36685
4,80,213.98273
4,23,223.84805
4,54,243.06589
4,49,254.87875
4,45,282.68216
4,86,308.0871
4,65,314.40714
4,83,321.7613
4,47,345.02844
4,79,351.1684
4,10,364.06604
4,46,371.08786
4,15,372.36853
4,44,384.1947
4,50,402.18997
4,22,412.89468
4,42,424.8061
4,76,441.05276
4,31,464.83728
4,77,494.55695
4,16,538.1109
4,85,540.3554
4,32,559.0705
4,14,576.1995
4,13,586.72217
4,11,628.37933
4,53,703.53143
4,27,711.57275
4,21,717.1448
4,20,718.0101
4,68,859.4064
4,28,889.7468
4,2,913.99524
4,38,938.18225
4,39,945.3363
4,17,955.8368
4,81,1001.7914
4,30,1311.912
4,52,1619.2592
4,51,1842.0951
4,24,1935.8628
4,84,2343.2344
4,75,2452.068
4,67,2461.0408
4,9,3104.4485
4,78,3720.0183
4,25,6590.3687
4,3,8780.916
5,6,0.0
5,7,0.0
5,4,0.0
5,5,0.0
5,40,139.51942
5,18,143.27267
5,29,160.92908
5,82,175.31322
5,48,179.56506
5,43,193.36685
5,80,213.98273
5,23,223.84805
5,54,243.06589
5,49,254.87875
5,45,282.68216
5,86,308.0871
5,65,314.40714
5,83,321.7613
5,47,345.02844
5,79,351.1684
5,10,364.06604
5,46,371.08786
5,15,372.36853
5,44,384.1947
5,50,402.18997
5,22,412.89468
5,42,424.8061
5,76,441.05276
5,31,464.83728
5,77,494.55695
5,16,538.1109
5,85,540.3554
5,32,559.0705
5,14,576.1995
5,13,586.72217
5,11,628.37933
5,53,703.53143
5,27,711.57275
5,21,717.1448
5,20,718.0101
5,68,859.4064
5,28,889.7468
5,2,913.99524
5,38,938.18225
5,39,945.3363
5,17,955.8368
5,81,1001.7914
5,30,1311.912
5,52,1619.2592
5,51,1842.0951
5,24,1935.8628
5,84,2343.2344
5,75,2452.068
5,67,2461.0408
5,9,3104.4485
5,78,3720.0183
5,25,6590.3687
5,3,8780.916
6,6,0.0
6,7,0.0
6,4,0.0
6,5,0.0
6,40,139.51942
6,18,143.27267
6,29,160.92908
6,82,175.31322
6,48,179.56506
6,43,193.36685
6,80,213.98273
6,23,223.84805
6,54,243.06589
6,49,254.87875
6,45,282.68216
6,86,308.0871
6,65,314.40714
6,83,321.7613
6,47,345.02844
6,79,351.1684
6,10,364.06604
6,46,371.08786
6,15,372.36853
6,44,384.1947
6,50,402.18997
6,22,412.89468
6,42,424.8061
6,76,441.05276
6,31,464.83728
6,77,494.55695
6,16,538.1109
6,85,540.3554
6,32,559.0705
6,14,576.1995
6,13,586.72217
6,11,628.37933
6,53,703.53143
6,27,711.57275
6,21,717.1448
6,20,718.0101
6,68,859.4064
6,28,889.7468
6,2,913.99524
6,38,938.18225
6,39,945.3363
6,17,955.8368
6,81,1001.7914
6,30,1311.912
6,52,1619.2592
6,51,1842.0951
6,24,1935.8628
6,84,2343.2344
6,75,2452.068
6,67,2461.0408
6,9,3104.4485
6,78,3720.0183
6,25,6590.3687
6,3,8780.916
7,6,0.0
7,7,0.0
7,4,0.0
7,5,0.0
7,40,139.51942
7,18,143.27267
7,29,160.92908
7,82,175.31322
7,48,179.56506
7,43,193.36685
7,80,213.98273
7,23,223.84805
7,54,243.06589
7,49,254.87875
7,45,282.68216
7,86,308.0871
7,65,314.40714
7,83,321.7613
7,47,345.02844
7,79,351.1684
7,10,364.06604
7,46,371.08786
7,15,372.36853
7,44,384.1947
7,50,402.18997
7,22,412.89468
7,42,424.8061
7,76,441.05276
7,31,464.83728
7,77,494.55695
7,16,538.1109
7,85,540.3554
7,32,559.0705
7,14,576.1995
7,13,586.72217
7,11,628.37933
7,53,703.53143
7,27,711.57275
7,21,717.1448
7,20,718.0101
7,68,859.4064
7,28,889.7468
7,2,913.99524
7,38,938.18225
7,39,945.3363
7,17,955.8368
7,81,1001.7914
7,30,1311.912
7,52,1619.2592
7,51,1842.0951
7,24,1935.8628
7,84,2343.2344
7,75,2452.068
7,67,2461.0408
7,9,3104.4485
7,78,3720.0183
7,25,6590.3687
7,3,8780.916
9,9,0.0
9,28,1102.1705
9,24,1157.4141
9,2,1236.7506
9,30,1283.3254
9,14,1384.0657
9,39,1412.9163
9,27,1519.4324
9,38,1622.8418
9,53,1639.2764
9,13,1741.1816
9,50,1953.5349
9,46,2001.8358
9,86,2112.1782
9,31,2166.7874
9,3,2201.6409
9,42,2212.4575
9,47,2284.12
9,79,2323.9163
9,44,2371.146
9,49,2386.1938
9,45,2395.4697
9,76,2396.4688
9,29,2431.2915
9,83,2459.5327
9,43,2529.789
9,15,2630.3384
9,54,2941.2295
9,23,2958.4534
9,18,2982.3647
9,6,3104.4485
9,4,3104.4485
9,5,3104.4485
9,7,3104.4485
9,82,3120.4077
9,48,3183.251
9,80,3270.801
9,32,3374.2825
9,40,3383.527
9,16,3498.8281
9,65,3743.1155
9,77,3863.2715
9,10,4043.37
9,20,4097.208
9,85,4188.4404
9,17,4225.7246
9,22,4227.416
9,68,4287.889
9,11,4316.9927
9,21,4568.9146
9,81,4693.871
9,52,5420.866
9,51,5454.849
9,84,6033.38
9,67,6273.2207
9,75,6390.0654
9,78,7689.4062
9,25,9780.047
10,10,0.0
10,22,134.86548
10,48,162.81866
10,65,165.48682
10,80,198.61575
10,82,204.35925
10,77,217.75253
10,18,244.77608
10,40,263.46106
10,85,307.5754
10,21,341.01703
10,5,364.06604
10,4,364.06604
10,6,364.06604
10,7,364.06604
10,11,404.33624
10,23,410.78036
10,16,412.51892
10,15,414.9308
10,20,416.65414
10,49,421.87775
10,45,457.45825
10,29,464.5255
10,54,483.48645
10,47,514.1873
10,44,531.9077
10,43,553.63654
10,32,571.20233
10,68,614.0112
10,76,618.57794
10,46,656.1938
10,50,691.89685
10,81,711.7858
10,86,724.5796
10,42,737.97644
10,79,743.3179
10,17,749.15247
10,83,761.9197
10,31,866.5665
10,14,1047.4446
10,13,1065.6399
10,53,1079.1669
10,52,1119.71
10,27,1160.0922
10,51,1324.0583
10,2,1465.2587
10,39,1466.0414
10,38,1533.1062
10,28,1559.3358
10,84,1691.7097
10,30,1794.5728
10,67,1911.61
10,75,1928.0967
10,24,2720.3716
10,78,2943.0652
10,9,4043.37
10,25,5659.067
10,3,10118.625
11,11,0.0
11,85,161.77325
11,68,175.13556
11,81,199.32318
11,21,218.0105
11,77,223.7045
11,20,226.37167
11,32,242.95193
11,22,244.5325
11,16,274.06598
11,17,346.70837
11,54,390.69888
11,10,404.33624
11,52,482.6449
11,82,499.8406
11,15,529.75684
11,48,540.3954
11,18,548.04407
11,65,606.28876
11,5,628.37933
11,6,628.37933
11,7,628.37933
11,4,628.37933
11,40,633.1382
11,51,650.91003
11,43,670.079
11,80,754.9619
11,29,780.7788
11,49,853.3681
11,23,870.5364
11,75,932.8253
11,45,968.2629
11,67,1001.44214
11,84,1018.505
11,47,1087.6232
11,13,1087.8318
11,44,1185.7542
11,46,1190.8242
11,86,1219.6852
11,27,1228.587
11,50,1231.6833
11,83,1253.6189
11,76,1280.5735
11,79,1295.803
11,42,1309.1777
11,31,1509.3557
11,14,1542.8761
11,2,1673.1888
11,28,1724.984
11,53,1738.2059
11,78,1840.7831
11,39,2206.023
11,38,2235.7812
11,30,2560.4565
11,24,3424.0815
11,25,4278.2676
11,9,4316.9927
11,3,10620.422
13,13,0.0
13,27,45.712555
13,28,116.66977
13,29,260.05856
13,2,289.28738
13,43,318.44247
13,49,353.4381
13,50,374.02112
13,46,383.30878
13,42,410.6279
13,45,426.3524
13,14,438.77924
13,86,455.54825
13,47,476.38043
13,53,477.4027
13,54,512.3571
13,79,514.2115
13,83,516.23846
13,15,528.9009
13,18,538.6503
13,31,556.01166
13,44,570.56903
13,76,580.8562
13,4,586.72217
13,6,586.72217
13,5,586.72217
13,7,586.72217
13,23,594.91376
13,48,608.06665
13,82,630.65466
13,38,695.5189
13,39,721.33514
13,40,724.5486
13,32,735.70135
13,30,782.4419
13,80,800.90015
13,16,903.5636
13,77,1002.2709
13,10,1065.6398
13,65,1075.4478
13,11,1087.8318
13,85,1121.7761
13,22,1158.747
13,20,1178.1432
13,24,1252.6041
13,68,1259.7166
13,17,1392.269
13,21,1427.5469
13,81,1462.8965
13,9,1741.1816
13,52,2116.1511
13,51,2232.0862
13,84,2833.304
13,75,2871.372
13,67,2895.3645
13,78,4159.177
13,3,6622.834
13,25,6657.068
14,14,6.1035156e-05
14,50,227.58672
14,46,227.97256
14,53,229.1828
14,86,257.27792
14,31,287.43512
14,47,308.53467
14,39,315.41846
14,42,317.41354
14,49,324.64862
14,45,337.6439
14,79,343.41156
14,44,345.42984
14,2,356.30444
14,29,362.32135
14,38,364.3684
14,28,365.32526
14,76,368.08997
14,83,393.09198
14,27,401.53122
14,13,438.77924
14,15,497.85138
14,30,498.26367
14,43,510.7374
14,23,529.70264
14,18,550.567
14,5,576.1995
14,4,576.1995
14,6,576.1995
14,7,576.1995
14,48,614.2674
14,82,615.0857
14,80,619.9208
14,40,712.0751
14,54,745.14197
14,24,884.4666
14,65,912.80615
14,16,1043.709
14,10,1047.4446
14,32,1132.2085
14,77,1161.6428
14,22,1248.9143
14,9,1384.0657
14,85,1398.7524
14,20,1455.3364
14,11,1542.8762
14,21,1635.146
14,17,1679.811
14,68,1700.4219
14,81,1953.8503
14,52,2645.8127
14,51,2818.5684
14,84,3363.5913
14,67,3542.0923
14,75,3617.0378
14,78,4899.314
14,3,5873.403
14,25,7538.1387
15,15,0.0
15,16,136.08867
15,54,212.29141
15,18,248.13141
15,82,274.8066
15,77,300.8493
15,29,320.4937
15,49,337.22784
15,48,340.52747
15,5,372.36853
15,4,372.36853
15,6,372.36853
15,7,372.36853
15,32,404.45435
15,65,406.78632
15,22,407.5586
15,45,411.40448
15,10,414.9308
15,17,444.46545
15,43,445.72858
15,80,457.55756
15,47,458.7174
15,46,467.4367
15,20,475.4552
15,50,490.76678
15,40,497.1942
15,14,497.85138
15,85,505.5039
15,86,521.18207
15,27,524.3016
15,21,525.3778
15,13,528.9009
15,11,529.75684
15,44,539.09814
15,23,547.1341
15,68,579.67505
15,76,622.4342
15,42,633.3319
15,79,663.28973
15,83,687.56683
15,31,738.73016
15,81,751.28235
15,53,794.6961
15,28,834.5313
15,2,873.30334
15,52,1084.8599
15,39,1112.6823
15,38,1191.5272
15,51,1212.6987
15,30,1449.4858
15,84,1580.4105
15,67,1779.698
15,75,1827.5421
15,24,2099.6973
15,9,2630.3386
15,78,2714.413
15,25,4867.0615
